activity_datetime,characteristicname,count,mean,median,min,max,year,month,month_name
1976-10-31,Specific conductance,81,709.4444444444445,660.0,335.0,1600.0,1976,10,October
1976-10-31,"Temperature, water",79,7.794936708860759,9.4,0.0,17.0,1976,10,October
1976-10-31,"Total Phosphorus, mixed forms",81,0.11877777777777779,0.05,0.006,0.87,1976,10,October
1976-11-30,Chloride,67,72.54328358208954,53.0,7.1,325.0,1976,11,November
1976-11-30,Dissolved oxygen (DO),66,12.433333333333334,13.350000000000001,0.8,19.6,1976,11,November
1976-11-30,Kjeldahl nitrogen,67,1.5435820895522387,0.49,0.19,22.5,1976,11,November
1976-11-30,Specific conductance,67,771.6417910447761,700.0,415.0,1900.0,1976,11,November
1976-11-30,"Temperature, water",66,2.471212121212121,2.0,0.0,9.0,1976,11,November
1976-11-30,"Total Phosphorus, mixed forms",67,0.16149253731343283,0.03,0.001,4.15,1976,11,November
1976-12-31,Chloride,66,203.42272727272726,56.0,6.8,1125.0,1976,12,December
1976-12-31,Dissolved oxygen (DO),56,10.857142857142858,12.149999999999999,2.0,18.4,1976,12,December
1976-12-31,Kjeldahl nitrogen,68,3.251323529411765,1.0,0.22,23.3,1976,12,December
1976-12-31,Specific conductance,68,1186.4705882352941,740.0,365.0,4000.0,1976,12,December
1976-12-31,"Temperature, water",60,1.7033333333333334,1.0,0.0,9.0,1976,12,December
1976-12-31,"Total Phosphorus, mixed forms",68,0.15726470588235295,0.065,0.006,1.08,1976,12,December
1977-01-31,Chloride,44,116.39545454545454,74.0,6.8,700.0,1977,1,January
1977-01-31,Dissolved oxygen (DO),44,10.343181818181819,12.05,0.8,16.8,1977,1,January
1977-01-31,Kjeldahl nitrogen,44,2.952045454545454,1.1,0.14,15.5,1977,1,January
1977-01-31,Specific conductance,44,939.5454545454545,735.0,475.0,2750.0,1977,1,January
1977-01-31,"Temperature, water",44,1.4113636363636364,0.5,0.0,15.8,1977,1,January
1977-01-31,"Total Phosphorus, mixed forms",44,0.2241818181818182,0.07500000000000001,0.004,2.23,1977,1,January
1977-02-28,Chloride,47,202.75319148936168,110.0,6.3,1475.0,1977,2,February
1977-02-28,Dissolved oxygen (DO),47,11.553191489361701,13.0,0.8,16.0,1977,2,February
1977-02-28,Kjeldahl nitrogen,49,2.9263265306122452,1.75,0.2,11.6,1977,2,February
1977-02-28,Specific conductance,49,1168.7755102040817,870.0,455.0,5500.0,1977,2,February
1977-02-28,"Temperature, water",49,1.1571428571428573,1.0,0.0,6.8,1977,2,February
1977-02-28,"Total Phosphorus, mixed forms",49,0.28408163265306124,0.15,0.01,2.02,1977,2,February
1977-03-31,Chloride,68,142.77205882352942,63.0,9.0,840.0,1977,3,March
1977-03-31,Dissolved oxygen (DO),68,11.867647058823529,11.649999999999999,7.6,15.8,1977,3,March
1977-03-31,Kjeldahl nitrogen,70,1.9528571428571426,1.35,0.42,15.5,1977,3,March
1977-03-31,Specific conductance,70,815.0,685.0,310.0,2850.0,1977,3,March
1977-03-31,"Temperature, water",69,5.672463768115942,5.2,0.0,10.0,1977,3,March
1977-03-31,"Total Phosphorus, mixed forms",70,0.22814285714285715,0.185,0.02,0.6,1977,3,March
1977-04-30,Chloride,62,78.87741935483871,49.0,9.9,525.0,1977,4,April
1977-04-30,Dissolved oxygen (DO),44,10.847727272727273,11.2,0.8,18.0,1977,4,April
1977-04-30,Kjeldahl nitrogen,63,1.2680952380952382,0.59,0.31,12.7,1977,4,April
1977-04-30,Specific conductance,63,770.2380952380952,660.0,420.0,2200.0,1977,4,April
1977-04-30,"Temperature, water",44,8.088636363636363,9.0,1.0,15.0,1977,4,April
1977-04-30,"Total Phosphorus, mixed forms",63,0.07984126984126985,0.04,0.01,0.64,1977,4,April
1977-05-31,Chloride,71,97.14788732394366,43.0,7.7,1375.0,1977,5,May
1977-05-31,Dissolved oxygen (DO),52,9.201923076923077,9.8,1.4,13.8,1977,5,May
1977-05-31,Kjeldahl nitrogen,72,1.9112500000000001,0.76,0.2,22.6,1977,5,May
1977-05-31,Specific conductance,72,754.7361111111111,620.0,355.0,1900.0,1977,5,May
1977-05-31,"Temperature, water",52,16.423076923076923,15.5,9.5,24.5,1977,5,May
1977-05-31,"Total Phosphorus, mixed forms",72,0.23380555555555554,0.055,0.005,5.5,1977,5,May
1977-06-30,Chloride,61,73.93770491803278,51.0,7.0,363.0,1977,6,June
1977-06-30,Dissolved oxygen (DO),60,9.073333333333332,8.8,3.3,15.6,1977,6,June
1977-06-30,Kjeldahl nitrogen,61,1.5678688524590163,0.72,0.2,21.0,1977,6,June
1977-06-30,Specific conductance,61,691.1803278688525,550.0,275.0,1700.0,1977,6,June
1977-06-30,"Temperature, water",61,19.24098360655738,19.5,11.0,25.5,1977,6,June
1977-06-30,"Total Phosphorus, mixed forms",61,0.259672131147541,0.08,0.01,4.0,1977,6,June
1977-07-31,Chloride,65,75.45692307692308,49.0,7.9,330.0,1977,7,July
1977-07-31,Dissolved oxygen (DO),69,8.897101449275363,8.8,4.2,16.9,1977,7,July
1977-07-31,Kjeldahl nitrogen,74,1.1377027027027027,0.695,0.21,8.3,1977,7,July
1977-07-31,Specific conductance,71,687.9577464788732,580.0,345.0,1600.0,1977,7,July
1977-07-31,"Temperature, water",70,23.86,23.25,17.0,30.9,1977,7,July
1977-07-31,"Total Phosphorus, mixed forms",74,0.1676891891891892,0.07500000000000001,0.009,0.92,1977,7,July
1977-08-31,Chloride,76,66.93684210526315,47.5,7.2,260.0,1977,8,August
1977-08-31,Dissolved oxygen (DO),78,8.72948717948718,8.55,4.2,14.2,1977,8,August
1977-08-31,Kjeldahl nitrogen,76,1.1576315789473686,0.75,0.2,9.4,1977,8,August
1977-08-31,Specific conductance,79,651.7088607594936,560.0,225.0,1550.0,1977,8,August
1977-08-31,"Temperature, water",79,18.696202531645568,18.0,12.0,25.0,1977,8,August
1977-08-31,"Total Phosphorus, mixed forms",76,0.14713157894736842,0.095,0.002,1.02,1977,8,August
1977-09-30,Chloride,58,60.26379310344828,44.25,8.8,260.0,1977,9,September
1977-09-30,Dissolved oxygen (DO),58,9.001724137931035,8.8,3.0,16.6,1977,9,September
1977-09-30,Kjeldahl nitrogen,58,1.0241379310344827,0.705,0.16,6.05,1977,9,September
1977-09-30,Specific conductance,58,675.2586206896551,615.0,250.0,1650.0,1977,9,September
1977-09-30,"Temperature, water",58,14.843103448275862,15.0,11.2,19.2,1977,9,September
1977-09-30,"Total Phosphorus, mixed forms",58,0.13258620689655173,0.10500000000000001,0.01,0.53,1977,9,September
1977-10-31,Chloride,69,65.33623188405797,42.0,9.2,330.0,1977,10,October
1977-10-31,Dissolved oxygen (DO),68,9.966176470588236,10.850000000000001,1.8,13.4,1977,10,October
1977-10-31,Kjeldahl nitrogen,69,0.9546376811594204,0.66,0.18,7.05,1977,10,October
1977-10-31,Specific conductance,69,747.5072463768116,690.0,346.0,1960.0,1977,10,October
1977-10-31,"Temperature, water",68,9.089705882352941,9.0,5.2,14.0,1977,10,October
1977-10-31,"Total Phosphorus, mixed forms",69,0.10857971014492754,0.05,0.006,0.99,1977,10,October
1977-11-30,Chloride,54,89.06296296296296,58.0,9.4,500.0,1977,11,November
1977-11-30,Dissolved oxygen (DO),56,10.85,11.2,5.0,14.0,1977,11,November
1977-11-30,Kjeldahl nitrogen,54,1.1655555555555555,0.685,0.24,8.0,1977,11,November
1977-11-30,Specific conductance,54,830.574074074074,717.5,374.0,2160.0,1977,11,November
1977-11-30,"Temperature, water",56,4.983928571428572,4.85,0.0,14.0,1977,11,November
1977-11-30,"Total Phosphorus, mixed forms",54,0.13018518518518518,0.08,0.01,1.55,1977,11,November
1977-12-31,Chloride,53,115.8377358490566,78.0,8.9,925.0,1977,12,December
1977-12-31,Dissolved oxygen (DO),30,8.94,10.8,1.4,12.8,1977,12,December
1977-12-31,Kjeldahl nitrogen,53,23.195094339622646,0.68,0.24,1183.0,1977,12,December
1977-12-31,Specific conductance,53,860.8679245283018,745.0,149.0,3370.0,1977,12,December
1977-12-31,"Temperature, water",53,2.1962264150943396,2.0,0.0,8.8,1977,12,December
1977-12-31,"Total Phosphorus, mixed forms",53,0.17750943396226415,0.08,0.008,2.4,1977,12,December
1978-01-31,Chloride,28,162.78571428571428,48.25,12.5,1425.0,1978,1,January
1978-01-31,Dissolved oxygen (DO),12,9.116666666666667,9.2,4.1,14.0,1978,1,January
1978-01-31,Kjeldahl nitrogen,28,2.0146428571428574,0.76,0.34,8.3,1978,1,January
1978-01-31,Specific conductance,28,1009.3928571428571,720.0,399.0,4930.0,1978,1,January
1978-01-31,"Temperature, water",27,1.9444444444444444,2.0,0.0,6.0,1978,1,January
1978-01-31,"Total Phosphorus, mixed forms",28,0.12892857142857145,0.04,0.01,1.02,1978,1,January
1978-02-28,Chloride,29,143.86206896551724,88.0,12.5,465.0,1978,2,February
1978-02-28,Dissolved oxygen (DO),20,8.595,9.8,1.8,13.2,1978,2,February
1978-02-28,Kjeldahl nitrogen,29,2.6262068965517242,1.06,0.28,11.2,1978,2,February
1978-02-28,Specific conductance,29,1026.655172413793,850.0,473.0,2050.0,1978,2,February
1978-02-28,"Temperature, water",29,0.903448275862069,0.0,0.0,7.0,1978,2,February
1978-02-28,"Total Phosphorus, mixed forms",29,0.2626551724137931,0.08,0.007,1.48,1978,2,February
1978-03-31,Chloride,33,62.94242424242424,55.0,9.1,160.0,1978,3,March
1978-03-31,Dissolved oxygen (DO),34,11.338235294117647,11.25,7.7,14.0,1978,3,March
1978-03-31,Kjeldahl nitrogen,34,1.5608823529411764,1.355,0.3,6.65,1978,3,March
1978-03-31,Specific conductance,34,633.2647058823529,635.0,338.0,1145.0,1978,3,March
1978-03-31,"Temperature, water",34,1.8794117647058823,1.9,0.0,5.5,1978,3,March
1978-03-31,"Total Phosphorus, mixed forms",34,0.24,0.20500000000000002,0.01,0.87,1978,3,March
1978-04-30,Chloride,59,54.55762711864407,35.5,9.4,308.0,1978,4,April
1978-04-30,Dissolved oxygen (DO),58,12.163793103448276,12.0,8.9,14.9,1978,4,April
1978-04-30,Kjeldahl nitrogen,58,1.1775862068965517,0.8500000000000001,0.24,6.45,1978,4,April
1978-04-30,Specific conductance,59,585.728813559322,470.0,355.0,1570.0,1978,4,April
1978-04-30,"Temperature, water",59,5.2677966101694915,5.5,0.0,8.5,1978,4,April
1978-04-30,"Total Phosphorus, mixed forms",58,0.1338448275862069,0.11,0.004,0.52,1978,4,April
1978-05-31,Chloride,48,68.8125,61.0,9.0,193.0,1978,5,May
1978-05-31,Dissolved oxygen (DO),48,10.387500000000001,10.6,3.2,16.4,1978,5,May
1978-05-31,Kjeldahl nitrogen,48,1.4258333333333333,0.865,0.38,7.52,1978,5,May
1978-05-31,Specific conductance,48,664.0416666666666,607.5,325.0,1180.0,1978,5,May
1978-05-31,"Temperature, water",50,13.704,11.350000000000001,5.5,27.9,1978,5,May
1978-05-31,"Total Phosphorus, mixed forms",48,0.14477083333333332,0.1,0.009,0.64,1978,5,May
1978-06-30,Chloride,47,81.40851063829787,60.0,5.7,338.0,1978,6,June
1978-06-30,Dissolved oxygen (DO),46,10.106521739130434,10.2,5.4,16.5,1978,6,June
1978-06-30,Kjeldahl nitrogen,47,1.6259574468085107,0.78,0.34,15.0,1978,6,June
1978-06-30,Specific conductance,47,701.063829787234,600.0,305.0,1700.0,1978,6,June
1978-06-30,"Temperature, water",55,18.607272727272726,19.0,8.7,25.3,1978,6,June
1978-06-30,"Total Phosphorus, mixed forms",47,0.18489361702127657,0.08,0.01,2.55,1978,6,June
1978-07-31,Chloride,65,82.6676923076923,56.0,3.3,538.0,1978,7,July
1978-07-31,Dissolved oxygen (DO),65,10.007692307692308,9.8,3.0,18.4,1978,7,July
1978-07-31,Kjeldahl nitrogen,65,1.5926153846153845,0.62,0.22,26.2,1978,7,July
1978-07-31,Specific conductance,65,656.8461538461538,550.0,270.0,2000.0,1978,7,July
1978-07-31,"Temperature, water",65,20.663076923076922,21.0,10.6,27.1,1978,7,July
1978-07-31,"Total Phosphorus, mixed forms",65,0.1290769230769231,0.07,0.01,0.51,1978,7,July
1978-08-31,Chloride,54,67.36296296296297,47.5,5.6,350.0,1978,8,August
1978-08-31,Dissolved oxygen (DO),60,10.026666666666667,10.0,4.4,19.0,1978,8,August
1978-08-31,Kjeldahl nitrogen,54,0.7781481481481483,0.525,0.15,4.1,1978,8,August
1978-08-31,Specific conductance,60,622.6,550.0,290.0,1650.0,1978,8,August
1978-08-31,"Temperature, water",74,19.105405405405406,19.8,11.0,25.1,1978,8,August
1978-08-31,"Total Phosphorus, mixed forms",54,0.1625925925925926,0.08,0.01,0.76,1978,8,August
1978-09-30,Chloride,60,50.86333333333334,39.25,7.3,158.0,1978,9,September
1978-09-30,Dissolved oxygen (DO),59,10.189830508474577,10.0,3.7,14.9,1978,9,September
1978-09-30,Kjeldahl nitrogen,60,1.5135,0.7,0.27,34.5,1978,9,September
1978-09-30,Specific conductance,60,558.75,510.0,280.0,1100.0,1978,9,September
1978-09-30,"Temperature, water",59,14.452542372881357,14.0,9.0,22.5,1978,9,September
1978-09-30,"Total Phosphorus, mixed forms",60,0.22641666666666668,0.11499999999999999,0.007,1.62,1978,9,September
1978-10-31,Chloride,48,73.03541666666666,58.5,7.7,285.0,1978,10,October
1978-10-31,Dissolved oxygen (DO),47,11.261702127659573,11.2,5.8,16.6,1978,10,October
1978-10-31,Kjeldahl nitrogen,48,1.1410416666666667,0.485,0.21,8.5,1978,10,October
1978-10-31,Specific conductance,48,705.1041666666666,640.0,330.0,1490.0,1978,10,October
1978-10-31,"Temperature, water",47,8.53404255319149,8.1,4.9,15.5,1978,10,October
1978-10-31,"Total Phosphorus, mixed forms",48,0.13358333333333333,0.05,0.006,1.1,1978,10,October
1978-11-30,Chloride,66,152.30454545454546,46.75,7.5,1075.0,1978,11,November
1978-11-30,Dissolved oxygen (DO),65,11.601538461538462,11.8,6.5,15.8,1978,11,November
1978-11-30,Kjeldahl nitrogen,66,1.6615151515151514,0.49,0.24,45.0,1978,11,November
1978-11-30,Specific conductance,66,936.3636363636364,620.0,345.0,3650.0,1978,11,November
1978-11-30,"Temperature, water",65,4.189230769230769,4.0,0.0,13.0,1978,11,November
1978-11-30,"Total Phosphorus, mixed forms",66,0.1457878787878788,0.04,0.003,2.4,1978,11,November
1978-12-31,Chloride,47,255.66702127659576,97.0,7.85,2025.0,1978,12,December
1978-12-31,Dissolved oxygen (DO),47,11.929787234042553,12.3,7.0,14.4,1978,12,December
1978-12-31,Kjeldahl nitrogen,47,1.2895744680851065,0.71,0.32,9.2,1978,12,December
1978-12-31,Specific conductance,47,1223.5106382978724,750.0,405.0,6000.0,1978,12,December
1978-12-31,"Temperature, water",48,1.125,1.0,0.0,5.0,1978,12,December
1978-12-31,"Total Phosphorus, mixed forms",47,0.15736170212765957,0.06,0.008,1.96,1978,12,December
1979-01-31,Chloride,49,200.35204081632654,74.0,7.25,875.0,1979,1,January
1979-01-31,Dissolved oxygen (DO),53,11.250943396226415,11.8,3.4,16.8,1979,1,January
1979-01-31,Kjeldahl nitrogen,51,2.2174509803921567,0.94,0.2,17.8,1979,1,January
1979-01-31,Specific conductance,53,1136.301886792453,780.0,53.0,3100.0,1979,1,January
1979-01-31,"Temperature, water",53,0.750943396226415,0.0,0.0,3.8,1979,1,January
1979-01-31,"Total Phosphorus, mixed forms",53,0.12477358490566039,0.08,0.007,0.86,1979,1,January
1979-02-28,Chloride,53,325.4801886792453,85.0,7.95,2650.0,1979,2,February
1979-02-28,Dissolved oxygen (DO),55,10.712727272727273,11.6,2.2,14.9,1979,2,February
1979-02-28,Kjeldahl nitrogen,53,3.2039622641509435,1.42,0.19,27.5,1979,2,February
1979-02-28,Specific conductance,56,1668.8392857142858,795.0,465.0,8100.0,1979,2,February
1979-02-28,"Temperature, water",55,1.0127272727272727,0.0,0.0,8.0,1979,2,February
1979-02-28,"Total Phosphorus, mixed forms",56,0.19660714285714284,0.11,0.01,1.23,1979,2,February
1979-03-31,Chloride,44,56.93181818181818,32.75,10.5,375.0,1979,3,March
1979-03-31,Dissolved oxygen (DO),58,11.922413793103448,11.95,8.8,14.8,1979,3,March
1979-03-31,Kjeldahl nitrogen,50,1.725,1.3599999999999999,0.1,12.25,1979,3,March
1979-03-31,Specific conductance,58,563.3620689655172,460.0,190.0,1600.0,1979,3,March
1979-03-31,"Temperature, water",58,2.5586206896551724,2.0,0.0,8.0,1979,3,March
1979-03-31,"Total Phosphorus, mixed forms",58,0.29153448275862065,0.155,0.009,1.94,1979,3,March
1979-04-30,Chloride,49,77.1938775510204,46.5,12.0,387.0,1979,4,April
1979-04-30,Dissolved oxygen (DO),59,11.547457627118643,11.5,8.0,20.0,1979,4,April
1979-04-30,Kjeldahl nitrogen,54,1.107222222222222,0.645,0.06,5.05,1979,4,April
1979-04-30,Specific conductance,59,805.8813559322034,700.0,385.0,2400.0,1979,4,April
1979-04-30,"Temperature, water",59,10.17457627118644,10.5,4.5,16.7,1979,4,April
1979-04-30,"Total Phosphorus, mixed forms",58,0.15775862068965518,0.05,0.01,1.79,1979,4,April
1979-05-31,Chloride,60,69.46333333333334,54.0,10.3,223.0,1979,5,May
1979-05-31,Dissolved oxygen (DO),68,10.161764705882353,10.2,5.4,15.4,1979,5,May
1979-05-31,Kjeldahl nitrogen,64,1.185,0.75,0.33,9.5,1979,5,May
1979-05-31,Specific conductance,68,715.1470588235294,680.0,350.0,1390.0,1979,5,May
1979-05-31,"Temperature, water",68,13.720588235294118,13.6,6.9,21.0,1979,5,May
1979-05-31,"Total Phosphorus, mixed forms",68,0.08470588235294117,0.05,0.01,0.4,1979,5,May
1979-06-30,Chloride,47,74.31382978723404,53.0,7.55,317.0,1979,6,June
1979-06-30,Dissolved oxygen (DO),51,10.247058823529413,9.4,4.4,20.0,1979,6,June
1979-06-30,Kjeldahl nitrogen,49,1.1018367346938776,0.63,0.3,6.1,1979,6,June
1979-06-30,Specific conductance,51,725.3921568627451,640.0,315.0,1850.0,1979,6,June
1979-06-30,"Temperature, water",54,18.04259259259259,18.8,9.5,24.7,1979,6,June
1979-06-30,"Total Phosphorus, mixed forms",50,0.20742000000000002,0.07,0.005,2.34,1979,6,June
1979-07-31,Chloride,36,59.55555555555556,43.0,4.6,355.0,1979,7,July
1979-07-31,Dissolved oxygen (DO),39,8.492307692307692,8.4,2.9,12.6,1979,7,July
1979-07-31,Kjeldahl nitrogen,38,0.9760526315789475,0.62,0.15,5.25,1979,7,July
1979-07-31,Specific conductance,42,649.7619047619048,550.0,270.0,2000.0,1979,7,July
1979-07-31,"Temperature, water",39,21.182051282051283,21.0,16.0,26.3,1979,7,July
1979-07-31,"Total Phosphorus, mixed forms",42,0.11690476190476191,0.055,0.01,0.62,1979,7,July
1979-08-31,Chloride,68,65.45588235294117,54.0,9.0,315.0,1979,8,August
1979-08-31,Dissolved oxygen (DO),72,8.523611111111112,8.75,2.5,12.6,1979,8,August
1979-08-31,Kjeldahl nitrogen,70,0.9832857142857142,0.685,0.33,4.8,1979,8,August
1979-08-31,Specific conductance,85,635.5294117647059,580.0,265.0,1820.0,1979,8,August
1979-08-31,"Temperature, water",72,17.897222222222222,18.0,12.0,25.0,1979,8,August
1979-08-31,"Total Phosphorus, mixed forms",85,0.1424705882352941,0.08,0.01,0.99,1979,8,August
1979-09-30,Chloride,32,52.578125,48.25,9.0,153.0,1979,9,September
1979-09-30,Dissolved oxygen (DO),39,9.128205128205128,9.1,3.6,13.8,1979,9,September
1979-09-30,Kjeldahl nitrogen,34,0.9073529411764706,0.51,0.28,5.65,1979,9,September
1979-09-30,Specific conductance,50,666.6,620.0,255.0,1200.0,1979,9,September
1979-09-30,"Temperature, water",39,17.048717948717947,16.0,11.5,24.0,1979,9,September
1979-09-30,"Total Phosphorus, mixed forms",50,0.128,0.05,0.01,0.83,1979,9,September
1979-10-31,Chloride,50,65.393,54.5,9.65,335.0,1979,10,October
1979-10-31,Dissolved oxygen (DO),56,8.873214285714285,8.8,3.2,13.0,1979,10,October
1979-10-31,Kjeldahl nitrogen,52,1.2240384615384614,0.67,0.3,10.1,1979,10,October
1979-10-31,Specific conductance,72,697.2222222222222,670.0,295.0,2000.0,1979,10,October
1979-10-31,"Temperature, water",56,9.135714285714286,8.05,3.0,17.5,1979,10,October
1979-10-31,"Total Phosphorus, mixed forms",72,0.17597222222222222,0.10500000000000001,0.01,1.45,1979,10,October
1979-11-30,Chloride,36,53.5,45.25,10.5,275.0,1979,11,November
1979-11-30,Dissolved oxygen (DO),41,9.90731707317073,10.4,6.1,13.2,1979,11,November
1979-11-30,Kjeldahl nitrogen,38,1.0271052631578947,0.58,0.31,6.05,1979,11,November
1979-11-30,Specific conductance,50,689.1,655.0,335.0,1750.0,1979,11,November
1979-11-30,"Temperature, water",42,7.078571428571429,7.0,3.6,12.0,1979,11,November
1979-11-30,"Total Phosphorus, mixed forms",54,0.16774074074074075,0.08,0.008,0.87,1979,11,November
1979-12-31,Chloride,50,111.52,65.0,12.0,750.0,1979,12,December
1979-12-31,Dissolved oxygen (DO),57,10.387719298245614,10.0,5.1,14.9,1979,12,December
1979-12-31,Kjeldahl nitrogen,52,0.9536538461538461,0.56,0.2,4.13,1979,12,December
1979-12-31,Specific conductance,60,975.75,820.0,381.0,2825.0,1979,12,December
1979-12-31,"Temperature, water",57,1.5736842105263158,1.0,0.0,12.0,1979,12,December
1979-12-31,"Total Phosphorus, mixed forms",71,0.17159154929577464,0.08,0.005,1.09,1979,12,December
1980-01-31,Chloride,38,92.34210526315789,53.0,15.0,388.0,1980,1,January
1980-01-31,Dissolved oxygen (DO),53,10.847169811320754,11.2,5.9,13.6,1980,1,January
1980-01-31,Kjeldahl nitrogen,41,1.896341463414634,1.0,0.25,6.55,1980,1,January
1980-01-31,Specific conductance,63,892.2698412698413,680.0,440.0,3350.0,1980,1,January
1980-01-31,"Temperature, water",53,1.0943396226415094,1.0,0.0,5.0,1980,1,January
1980-01-31,"Total Phosphorus, mixed forms",67,0.2797014925373134,0.13,0.01,1.95,1980,1,January
1980-02-29,Chloride,22,92.97727272727273,65.0,15.5,310.0,1980,2,February
1980-02-29,Dissolved oxygen (DO),36,10.544444444444444,10.7,4.1,14.0,1980,2,February
1980-02-29,Kjeldahl nitrogen,27,2.3988888888888886,0.94,0.21,13.4,1980,2,February
1980-02-29,Specific conductance,42,852.4285714285714,760.0,52.0,1750.0,1980,2,February
1980-02-29,"Temperature, water",36,0.3194444444444444,0.0,0.0,2.2,1980,2,February
1980-02-29,"Total Phosphorus, mixed forms",46,0.22804347826086957,0.08,0.003,1.94,1980,2,February
1980-03-31,Chloride,45,137.05555555555554,100.0,15.5,430.0,1980,3,March
1980-03-31,Dissolved oxygen (DO),66,10.666666666666666,10.8,3.0,14.0,1980,3,March
1980-03-31,Kjeldahl nitrogen,53,3.925660377358491,3.03,0.22,14.5,1980,3,March
1980-03-31,Specific conductance,66,880.9848484848485,692.5,310.0,3500.0,1980,3,March
1980-03-31,"Temperature, water",66,2.1999999999999997,1.5,0.0,9.5,1980,3,March
1980-03-31,"Total Phosphorus, mixed forms",77,0.5335324675324675,0.32,0.002,3.83,1980,3,March
1980-04-30,Chloride,33,46.09090909090909,39.0,10.0,206.0,1980,4,April
1980-04-30,Dissolved oxygen (DO),52,10.834615384615384,10.9,7.2,13.4,1980,4,April
1980-04-30,Kjeldahl nitrogen,41,1.695609756097561,0.8,0.39,12.9,1980,4,April
1980-04-30,Specific conductance,62,664.0322580645161,605.0,320.0,1350.0,1980,4,April
1980-04-30,"Temperature, water",52,6.413461538461538,5.5,1.9,14.0,1980,4,April
1980-04-30,"Total Phosphorus, mixed forms",62,39.502419354838715,0.1,0.02,1393.0,1980,4,April
1980-05-31,Chloride,39,76.28205128205128,51.0,8.0,240.0,1980,5,May
1980-05-31,Dissolved oxygen (DO),52,9.907692307692308,9.7,7.2,14.6,1980,5,May
1980-05-31,Kjeldahl nitrogen,41,1.2558536585365854,0.72,0.42,7.5,1980,5,May
1980-05-31,Specific conductance,55,718.9090909090909,600.0,350.0,1300.0,1980,5,May
1980-05-31,"Temperature, water",52,14.311538461538463,13.75,8.0,22.2,1980,5,May
1980-05-31,"Total Phosphorus, mixed forms",57,0.12157894736842105,0.06,0.01,1.05,1980,5,May
1980-06-30,Chloride,36,76.29166666666667,54.25,13.5,315.0,1980,6,June
1980-06-30,Dissolved oxygen (DO),54,9.36111111111111,9.55,5.6,13.6,1980,6,June
1980-06-30,Kjeldahl nitrogen,43,2.5269767441860465,0.6,0.14,26.3,1980,6,June
1980-06-30,Specific conductance,57,693.421052631579,600.0,350.0,1550.0,1980,6,June
1980-06-30,"Temperature, water",54,18.735185185185188,17.9,13.0,27.9,1980,6,June
1980-06-30,"Total Phosphorus, mixed forms",59,0.2342033898305085,0.06,0.008,5.08,1980,6,June
1980-07-31,Chloride,29,56.63793103448276,38.0,12.5,215.0,1980,7,July
1980-07-31,Dissolved oxygen (DO),45,6.788888888888889,7.1,1.4,11.0,1980,7,July
1980-07-31,Kjeldahl nitrogen,41,1.5846341463414635,0.68,0.1,12.0,1980,7,July
1980-07-31,Specific conductance,54,602.4074074074074,550.0,255.0,1350.0,1980,7,July
1980-07-31,"Temperature, water",46,21.354347826086954,21.25,15.0,25.2,1980,7,July
1980-07-31,"Total Phosphorus, mixed forms",58,0.2106896551724138,0.1,0.01,1.38,1980,7,July
1980-08-31,Chloride,36,76.30972222222222,50.25,8.15,305.0,1980,8,August
1980-08-31,Dissolved oxygen (DO),54,8.049999999999999,8.0,3.5,13.6,1980,8,August
1980-08-31,Kjeldahl nitrogen,40,1.1475,0.605,0.31,5.44,1980,8,August
1980-08-31,Specific conductance,57,674.3859649122807,600.0,220.0,1550.0,1980,8,August
1980-08-31,"Temperature, water",56,21.398214285714285,21.25,13.0,26.5,1980,8,August
1980-08-31,"Total Phosphorus, mixed forms",57,0.16052631578947368,0.07,0.01,0.87,1980,8,August
1980-09-30,Chloride,29,60.73103448275862,43.0,12.5,338.0,1980,9,September
1980-09-30,Dissolved oxygen (DO),38,8.476315789473684,8.8,2.4,13.6,1980,9,September
1980-09-30,Kjeldahl nitrogen,30,0.9313333333333333,0.68,0.31,3.9,1980,9,September
1980-09-30,Specific conductance,44,645.7954545454545,600.0,250.0,1850.0,1980,9,September
1980-09-30,"Temperature, water",38,15.771052631578947,15.1,9.5,24.0,1980,9,September
1980-09-30,"Total Phosphorus, mixed forms",45,0.21511111111111111,0.08,0.01,2.39,1980,9,September
1980-10-31,Chloride,31,72.38709677419355,52.0,12.0,318.0,1980,10,October
1980-10-31,Dissolved oxygen (DO),54,9.20185185185185,9.8,4.0,12.2,1980,10,October
1980-10-31,Kjeldahl nitrogen,32,1.7171875,0.635,0.32,9.1,1980,10,October
1980-10-31,Specific conductance,48,679.7916666666666,600.0,240.0,1900.0,1980,10,October
1980-10-31,"Temperature, water",54,10.766666666666666,10.0,4.3,17.5,1980,10,October
1980-10-31,"Total Phosphorus, mixed forms",48,0.27708333333333335,0.065,0.01,1.82,1980,10,October
1980-11-30,Chloride,38,81.44736842105263,67.25,12.0,320.0,1980,11,November
1980-11-30,Dissolved oxygen (DO),52,10.51923076923077,10.3,6.0,16.0,1980,11,November
1980-11-30,Kjeldahl nitrogen,42,1.2304761904761905,0.5,0.28,6.85,1980,11,November
1980-11-30,Specific conductance,58,754.4827586206897,700.0,330.0,1800.0,1980,11,November
1980-11-30,"Temperature, water",52,4.415384615384616,4.0,0.0,12.0,1980,11,November
1980-11-30,"Total Phosphorus, mixed forms",60,0.14446666666666666,0.035,0.004,1.14,1980,11,November
1980-12-31,Chloride,30,88.95,62.5,14.5,632.0,1980,12,December
