activity_datetime,count,mean,median,min,max,year,month,month_name
1998-09-30,984,97.79931954268292,8.22,-5.59,1490.0,1998,9,September
1998-10-31,850,110.45979989411765,8.225000000000001,-7.01,1560.0,1998,10,October
1998-11-30,905,106.25779330828729,6.9,-8.26,1600.0,1998,11,November
1998-12-31,811,116.11828683107275,8.16,-2.17,1530.0,1998,12,December
1999-01-31,640,124.090477765625,8.03,-7.56,1940.0,1999,1,January
1999-02-28,277,161.73842057761735,9.5,-1.35,1700.0,1999,2,February
1999-03-31,1383,113.05720033984092,8.04,-5.81,2390.0,1999,3,March
1999-04-30,918,107.7468343137255,8.17,-5.7,1370.0,1999,4,April
1999-05-31,930,101.46004319354839,7.965,-5.2,1340.0,1999,5,May
1999-06-30,909,117.00965119471947,8.16,-2.69,2210.0,1999,6,June
1999-07-31,919,111.19895015995647,8.23,-5.49,1500.0,1999,7,July
1999-08-31,972,95.7123801728395,7.984999999999999,-3.03,1320.0,1999,8,August
1999-09-30,951,98.08552661409044,8.2,-5.14,2070.0,1999,9,September
1999-10-31,441,95.48675553287981,7.91,-3.43,1030.0,1999,10,October
1999-11-30,1348,101.08069051372404,7.635,-4.85,1920.0,1999,11,November
1999-12-31,319,125.79448746081505,8.23,-4.07,1300.0,1999,12,December
2000-01-31,780,161.29494163076924,8.54,-4.81,8600.0,2000,1,January
2000-02-29,1382,142.85659009826338,8.165,-4.45,14500.0,2000,2,February
2000-03-31,1129,133.49016578387955,8.19,-4.09,3860.0,2000,3,March
2000-04-30,498,127.023509437751,8.285,-5.21,3000.0,2000,4,April
2000-05-31,1508,108.58699618037134,8.274999999999999,-3.12,2800.0,2000,5,May
2000-06-30,793,211.054002480454,8.34,-1.58,37000.0,2000,6,June
2000-07-31,829,227.16864629674308,8.41,-2.2,70000.0,2000,7,July
2000-08-31,1712,512.2280130373832,10.55,-4.78,160000.0,2000,8,August
2000-09-30,1103,198.33488956482321,11.5,-3.28,17000.0,2000,9,September
2000-10-31,951,199.38098934805467,11.4,-4.12,23000.0,2000,10,October
2000-11-30,1009,396.7980591476709,11.5,-3.14,98000.0,2000,11,November
2000-12-31,175,155.25693314285715,12.0,-1.62,2610.0,2000,12,December
2001-01-31,1129,150.7382862081488,8.28,-2.62,11000.0,2001,1,January
2001-02-28,549,108.76430435336975,8.27,-3.21,1660.0,2001,2,February
2001-03-31,831,135.7011431732852,8.95,-4.03,4380.0,2001,3,March
2001-04-30,1027,96.61719635159689,7.94,-5.3,1910.0,2001,4,April
2001-05-31,1006,229.16899100994036,9.985,-4.41,12000.0,2001,5,May
2001-06-30,773,131.47501591203107,8.58,-1.9,1820.0,2001,6,June
2001-07-31,831,199.98401688327314,9.67,-4.92,9748.0,2001,7,July
2001-08-31,954,195.49298307232706,8.504999999999999,-1.75,9771.0,2001,8,August
2001-09-30,754,236.9205549734748,8.54,-4.82,30000.0,2001,9,September
2001-10-31,757,263.04823829590487,9.9,-6.33,11000.0,2001,10,October
2001-11-30,1006,143.79193019880717,8.315000000000001,-7.58,4700.0,2001,11,November
2001-12-31,312,192.42751185897436,8.215,-0.737,7200.0,2001,12,December
2002-01-31,1299,191.82439802925327,8.43,-4.51,9722.0,2002,1,January
2002-02-28,343,170.26007055393586,9.5,-0.05,3600.0,2002,2,February
2002-03-31,491,284.8283553971487,12.5,0.0025,9273.0,2002,3,March
2002-04-30,0,,,,,2002,4,April
2002-05-31,510,130.54320098039216,10.35,-8.23,9700.0,2002,5,May
2002-06-30,1983,170.70890984871406,8.87,-8.6,9318.0,2002,6,June
2002-07-31,1372,107.97906927842565,9.6,-4.89,1300.0,2002,7,July
2002-08-31,1148,170.6576376219512,11.5,-4.47,9210.0,2002,8,August
2002-09-30,1012,213.8487953063241,10.149999999999999,-6.04,9652.0,2002,9,September
2002-10-31,1166,170.93694659519724,8.385000000000002,-4.71,9087.0,2002,10,October
2002-11-30,1276,152.81509494514106,8.165,-2.78,11000.0,2002,11,November
2002-12-31,122,197.47869016393443,8.344999999999999,-1.59,3600.0,2002,12,December
2003-01-31,1021,161.84054573888343,7.99,-6.75,4970.0,2003,1,January
2003-02-28,71,354.28123253521125,4.2,-0.157,9360.0,2003,2,February
2003-03-31,935,116.37715713368983,8.05,-7.76,3800.0,2003,3,March
2003-04-30,493,128.89004854766733,8.18,-780.0,3977.0,2003,4,April
2003-05-31,2140,129.7674193691589,9.4,-21.6,8290.0,2003,5,May
2003-06-30,1503,115.75093477312042,8.42,-13.3,2490.0,2003,6,June
2003-07-31,1611,115.5718012464308,8.44,-13.4,8890.0,2003,7,July
2003-08-31,1351,175.71797590747593,9.8,-6.94,15000.0,2003,8,August
2003-09-30,1348,101.34020971810088,9.355,-9.3,1740.0,2003,9,September
2003-10-31,1494,96.97095190093708,8.4,-12.6,1300.0,2003,10,October
2003-11-30,1257,193.24304892680985,8.23,-14.7,44000.0,2003,11,November
2003-12-31,91,139.70547582417583,6.0,-1.05,3500.0,2003,12,December
2004-01-31,643,121.39148771384136,8.18,-6.57,3191.0,2004,1,January
2004-02-29,646,190.19489659442723,8.295,-18.7,7101.0,2004,2,February
2004-03-31,1023,140.78600855327468,10.23,-12.5,12000.0,2004,3,March
2004-04-30,1309,118.98124380366693,8.5,-15.8,3500.0,2004,4,April
2004-05-31,1357,126.44984127487103,9.02,-10.1,10000.0,2004,5,May
2004-06-30,1425,111.85427730526315,8.55,-10.8,8296.0,2004,6,June
2004-07-31,1424,149.42074678370787,8.965,-9.26,15000.0,2004,7,July
2004-08-31,1012,120.50186546541502,8.504999999999999,-18.1,8700.0,2004,8,August
2004-09-30,1665,112.46988806006006,8.47,-25.8,2100.0,2004,9,September
2004-10-31,1340,107.94580178507462,8.46,-27.2,5700.0,2004,10,October
2004-11-30,1217,267.1283526129828,8.39,-23.7,53000.0,2004,11,November
2004-12-31,199,106.23148386934673,8.26,-1.7,1950.0,2004,12,December
2005-01-31,1118,211.9746450626118,8.25,-5.97,8816.0,2005,1,January
2005-02-28,602,126.21012774086378,7.825,-4.48,3210.0,2005,2,February
2005-03-31,937,109.1351272145144,8.25,-2.02,5100.0,2005,3,March
2005-04-30,1503,173.0385990499002,8.26,-6.09,9785.0,2005,4,April
2005-05-31,1392,127.65339187499998,8.48,-8.09,7009.0,2005,5,May
2005-06-30,1412,188.8872178045326,8.48,-7.11,36000.0,2005,6,June
2005-07-31,1412,126.24295371104816,8.44,-7.07,13000.0,2005,7,July
2005-08-31,1508,119.86744913859417,8.245000000000001,-5.39,12000.0,2005,8,August
2005-09-30,1469,226.5806100816882,9.3,-6.96,63000.0,2005,9,September
2005-10-31,1255,101.55480702071713,8.1,-12.6,1350.0,2005,10,October
2005-11-30,1359,123.18904841501104,8.34,-2.03,8000.0,2005,11,November
2005-12-31,164,140.08246675,5.345000000000001,-0.604,4010.0,2005,12,December
2006-01-31,622,247.3138444694534,8.0,-5.99,9558.0,2006,1,January
2006-02-28,6,38.72516666666667,53.5,0.02,63.3,2006,2,February
2006-03-31,8,22.8257,15.0767,0.014,63.0,2006,3,March
2006-04-30,161,32.923268236024846,1.27,0.0015,587.0,2006,4,April
2006-05-31,18,21.823944444444447,22.5,0.016,52.0,2006,5,May
2006-06-30,1084,134.60262072878228,8.52,-3.57,3900.0,2006,6,June
2006-07-31,1259,278.39672030182686,8.9,-3.85,68000.0,2006,7,July
2006-08-31,1308,112.62657383103975,8.41,-3.81,14000.0,2006,8,August
2006-09-30,1230,178.49171767577235,10.524999999999999,-6.08,52000.0,2006,9,September
2006-10-31,1293,368.94359199381284,9.1,-3.81,90000.0,2006,10,October
2006-11-30,1176,273.0628778813776,8.47,-11.1,67000.0,2006,11,November
2006-12-31,165,1619.474786930909,6.543589,-3.02,97000.0,2006,12,December
2007-01-31,1195,199.5188443037657,8.33,-6.76,88000.0,2007,1,January
2007-02-28,658,177.13723456838906,8.125,-15.6,11800.0,2007,2,February
2007-03-31,899,196.67098842046718,7.95,-14.4,34000.0,2007,3,March
2007-04-30,1256,232.93577828423565,8.18,-12.2,53000.0,2007,4,April
2007-05-31,1228,222.549670480456,8.305,-10.7,63000.0,2007,5,May
2007-06-30,1247,276.33711989975944,8.21,-11.8,140000.0,2007,6,June
2007-07-31,1137,143.41018321459984,8.42,-6.33,21000.0,2007,7,July
2007-08-31,1220,100.50226431147541,8.32,-5.22,4100.0,2007,8,August
2007-09-30,1228,273.2165569299674,8.434999999999999,-7.89,40000.0,2007,9,September
2007-10-31,1239,95.2626388054883,8.27,-6.23,2600.0,2007,10,October
2007-11-30,1216,273.77621627467107,8.11,-14.7,90000.0,2007,11,November
2007-12-31,85,223.0976388235294,8.37,-9.24,4300.0,2007,12,December
2008-01-31,1246,101.83604465489566,7.1850000000000005,-10.1,5060.0,2008,1,January
2008-02-29,603,102.54530441127694,7.79,-2.6,4640.0,2008,2,February
2008-03-31,775,315.1235435096774,8.04,-5.2,63000.0,2008,3,March
2008-04-30,1555,213.55108801221866,7.77,-7.84,78000.0,2008,4,April
2008-05-31,1164,133.09592408934708,8.37,-5.8,27000.0,2008,5,May
2008-06-30,1330,221.97614990300752,8.35,-3.98,68000.0,2008,6,June
2008-07-31,1272,266.29982637578615,8.24,-4.26,85000.0,2008,7,July
2008-08-31,1609,192.35943056556866,8.4,-7.66,98000.0,2008,8,August
2008-09-30,1216,366.2226051430921,8.26,-8.37,120000.0,2008,9,September
2008-10-31,1268,101.27295020504732,7.93,-7.72,13000.0,2008,10,October
2008-11-30,1480,96.56910399864864,7.84,-6.38,6600.0,2008,11,November
2008-12-31,168,1181.6726119047619,8.265,-18.4,98000.0,2008,12,December
2009-01-31,1132,92.66004645759718,6.984999999999999,-11.1,3314.0,2009,1,January
2009-02-28,623,96.09249036918138,6.93,-15.5,4689.0,2009,2,February
2009-03-31,851,111.34687245475911,7.71,-13.1,4400.0,2009,3,March
2009-04-30,1123,90.70392919768477,8.33,-7.44,2522.0,2009,4,April
2009-05-31,972,117.86053313168725,8.075,-7.69,4380.0,2009,5,May
2009-06-30,1099,95.18766124567789,6.91,-7.4,1981.0,2009,6,June
2009-07-31,1177,127.09586446898896,7.84,-11.3,10000.0,2009,7,July
2009-08-31,1136,143.21081262852113,7.845,-9.85,33000.0,2009,8,August
2009-09-30,1133,125.36031187290381,8.07,-20.6,12000.0,2009,9,September
2009-10-31,1016,104.74881358267716,7.855,-2.1,5400.0,2009,10,October
2009-11-30,1017,106.48250452310718,5.9,-1.44,6400.0,2009,11,November
2009-12-31,166,235.12841807228915,7.625,-1.39,6700.0,2009,12,December
2010-01-31,765,139.6387679738562,5.61,-1.48,5492.0,2010,1,January
2010-02-28,777,263.6034595881596,7.5,-19.8,15825.0,2010,2,February
2010-03-31,202,126.387300990099,8.25,-1.22,2220.0,2010,3,March
2010-04-30,1640,86.90466865853658,5.2,-1.52,2631.0,2010,4,April
2010-05-31,1191,99.91496020151133,7.92,-1.17,2270.0,2010,5,May
2010-06-30,639,225.11744131455401,8.42,-8.96,18000.0,2010,6,June
2010-07-31,1780,118.68544550561798,8.515,-17.4,38000.0,2010,7,July
2010-08-31,1267,90.80868539857931,7.06,-1.98,3800.0,2010,8,August
2010-09-30,545,320.8439366972477,8.25,-10.6,41000.0,2010,9,September
2010-10-31,1817,123.7554253164557,7.11,-1.61,8700.0,2010,10,October
2010-11-30,894,92.79389250559284,6.25,-1.56,3000.0,2010,11,November
2010-12-31,195,271.49268051282047,7.25,-7.88,6823.0,2010,12,December
2011-01-31,824,272.9572196601942,6.075,-9.73,24880.0,2011,1,January
2011-02-28,816,170.8651050245098,7.855,-9.31,10370.0,2011,2,February
2011-03-31,273,309.0970655677656,8.4,-23.2,10093.0,2011,3,March
2011-04-30,1946,98.82014419321685,4.609999999999999,-5.64,4000.0,2011,4,April
2011-05-31,1225,102.80156016326531,8.37,-1.19,4390.0,2011,5,May
2011-06-30,629,251.74709586645469,8.27,-1.97,39000.0,2011,6,June
2011-07-31,1817,101.42116367638965,7.39,-2.81,4500.0,2011,7,July
2011-08-31,769,89.85989115734719,8.08,-2.13,1800.0,2011,8,August
2011-09-30,1694,88.00459935064936,5.755000000000001,-2.08,6300.0,2011,9,September
2011-10-31,1341,107.82909694258015,7.84,-1.99,7500.0,2011,10,October
2011-11-30,484,104.69667933884297,5.475,-2.67,2500.0,2011,11,November
2011-12-31,814,154.01355773955774,7.605,-1.7,15000.0,2011,12,December
2012-01-31,828,139.62478381642512,7.484999999999999,-2.16,3842.0,2012,1,January
2012-02-29,196,303.07873163265305,7.765000000000001,-5.99,5602.0,2012,2,February
2012-03-31,1522,105.62985085413929,6.2,-2.58,3900.0,2012,3,March
2012-04-30,1244,89.83764879421221,6.08,-2.81,2350.0,2012,4,April
2012-05-31,608,112.66912746710526,8.0,-1.35,2987.0,2012,5,May
2012-06-30,1850,100.94441378378379,7.83,-2.27,2480.0,2012,6,June
2012-07-31,1367,178.28667935332845,4.11,-6.96,91000.0,2012,7,July
2012-08-31,1552,96.7331875,6.785,-7.46,7380.0,2012,8,August
2012-09-30,1295,80.34440636293436,4.9,-17.2,2000.0,2012,9,September
2012-10-31,620,72.63715193548387,4.76,-3.53,1320.0,2012,10,October
2012-11-30,1990,83.19790062964823,4.16,-4.86,6200.0,2012,11,November
2012-12-31,222,109.73382054054053,3.71,-3.65,1774.0,2012,12,December
2013-01-31,240,209.55524458333332,4.9,-12.1,6999.0,2013,1,January
2013-02-28,1396,102.78624169770774,3.22,-34.5,5580.0,2013,2,February
2013-03-31,1258,158.11926585850557,3.8,-49.6,8607.0,2013,3,March
2013-04-30,1568,83.66888183864795,3.6,-17.9,20000.0,2013,4,April
2013-05-31,1408,163.87076141335226,5.66,-14.2,13000.0,2013,5,May
2013-06-30,1321,78.06573930355792,3.8,-16.7,3500.0,2013,6,June
2013-07-31,562,270.12507928825625,7.65,-5.05,22000.0,2013,7,July
2013-08-31,2348,131.25011751490632,4.470000000000001,-14.9,46000.0,2013,8,August
2013-09-30,1508,65.48367744562334,4.640000000000001,-8.62,1500.0,2013,9,September
2013-10-31,614,83.77833343648209,4.955,-8.46,3700.0,2013,10,October
2013-11-30,1231,76.61479764581641,4.0,-8.86,1360.0,2013,11,November
2013-12-31,6,22.391583333333333,3.5,0.0158,66.6,2013,12,December
2014-01-31,669,172.14518201793723,4.0,-63.4,17500.0,2014,1,January
2014-02-28,747,155.8910817536814,3.76,-27.0,6633.0,2014,2,February
2014-03-31,899,131.10775461624027,3.41,-29.9,6313.0,2014,3,March
2014-04-30,657,110.18913660578386,4.0,-17.4,4578.0,2014,4,April
2014-05-31,2246,81.08371504140695,3.52,-18.1,3540.0,2014,5,May
2014-06-30,1316,127.6127053799392,3.8099999999999996,-9.08,14000.0,2014,6,June
2014-07-31,634,91.31111222397477,3.87,-8.18,2282.0,2014,7,July
2014-08-31,1976,116.97896112348178,3.2,-11.0,15000.0,2014,8,August
2014-09-30,1439,77.7495348714385,4.13,-8.06,1700.0,2014,9,September
2014-10-31,1296,88.7597543441358,3.6,-8.51,8448.0,2014,10,October
2014-11-30,1390,159.234306323741,2.9050000000000002,-20.9,8274.0,2014,11,November
2014-12-31,227,310.450014537445,4.8,-15.7,11000.0,2014,12,December
2015-01-31,2381,385.6919377446451,7.79,-81.7,14426.0,2015,1,January
2015-02-28,2348,367.14626195911416,7.825,-63.2,22000.0,2015,2,February
2015-03-31,2625,338.42259403047615,7.92,-28.4,77000.0,2015,3,March
2015-04-30,2368,212.4107523015203,8.1,-11.0,47000.0,2015,4,April
2015-05-31,3304,211.64311753026632,7.54,-19.8,84000.0,2015,5,May
2015-06-30,2646,182.11235126530613,8.035,-7.31,38000.0,2015,6,June
2015-07-31,2711,133.8621566385098,7.64,-8.92,4260.0,2015,7,July
2015-08-31,2641,541.9354865088982,8.23,-10.8,300000.0,2015,8,August
2015-09-30,1774,133.08918782976326,9.515,-8.72,2034.0,2015,9,September
2015-10-31,2261,149.6726543224237,8.54,-8.58,4700.0,2015,10,October
2015-11-30,2005,167.7182493266833,8.44,0.0,6100.0,2015,11,November
2015-12-31,1515,532.3903644884489,12.05,0.0,280000.0,2015,12,December
2016-01-31,2268,397.03896102292765,8.2,-51.5,360000.0,2016,1,January
2016-02-29,1653,704.4434309134907,15.0,-240.0,97000.0,2016,2,February
2016-03-31,2439,219.74402857318572,9.91,-29.4,31000.0,2016,3,March
2016-04-30,3523,186.99085758444508,8.19,-46.4,110000.0,2016,4,April
2016-05-31,2448,170.45510068218954,8.415,-21.7,61000.0,2016,5,May
2016-06-30,1921,173.65843815200418,9.17,-47.1,4118.0,2016,6,June
2016-07-31,3137,130.08175416321325,8.4,-38.5,3223.0,2016,7,July
2016-08-31,1916,168.6628456158664,10.2,-15.1,28000.0,2016,8,August
2016-09-30,2836,131.12826674894217,8.76,-24.0,9100.0,2016,9,September
2016-10-31,1751,197.24288823529412,10.52,0.003,30000.0,2016,10,October
2016-11-30,1424,293.0907076544944,13.18,0.003,16500.0,2016,11,November
2016-12-31,1847,365.00433188955066,9.89,0.0,11000.0,2016,12,December
2017-01-31,2522,217.607211740682,8.66,-75.6,9500.0,2017,1,January
2017-02-28,2467,248.36371848398866,8.39,-44.4,8548.0,2017,2,February
2017-03-31,2458,263.9831264401953,8.3,-42.8,12570.0,2017,3,March
2017-04-30,2706,137.99794059497412,8.36,-33.9,4610.0,2017,4,April
2017-05-31,1958,177.5623133299285,9.16,-31.4,8000.0,2017,5,May
2017-06-30,3290,121.93739006990882,8.58,-36.5,20100.0,2017,6,June
2017-07-31,2606,214.76542816577128,10.649999999999999,-23.8,51000.0,2017,7,July
2017-08-31,2217,128.51202830697656,10.05,-17.8,3500.0,2017,8,August
2017-09-30,3268,124.16638741738066,8.35,-87.0,2873.0,2017,9,September
2017-10-31,2615,120.50247697896751,8.56,-14.9,9100.0,2017,10,October
2017-11-30,1898,128.7639894625922,8.315000000000001,-38.6,2001.0,2017,11,November
2017-12-31,2414,270.3230879411765,8.335,-152.0,12380.0,2017,12,December
2018-01-31,1871,341.17448893639767,13.4,-15.4,64200.0,2018,1,January
2018-02-28,2537,427.467516791486,9.73,-51.5,460000.0,2018,2,February
2018-03-31,3210,414.5790969470405,7.98,-32.1,680000.0,2018,3,March
2018-04-30,2614,167.74817689364957,8.675,-30.2,59000.0,2018,4,April
2018-05-31,1965,287.87116437659034,10.53,-15.7,230000.0,2018,5,May
2018-06-30,3487,164.35040246630342,8.17,-19.4,35000.0,2018,6,June
2018-07-31,2663,126.58918926023281,8.41,-15.2,13700.0,2018,7,July
2018-08-31,2865,140.25076659685865,8.43,-17.5,6900.0,2018,8,August
2018-09-30,2508,125.4755023923445,8.205,-17.8,4400.0,2018,9,September
2018-10-31,2946,130.3825795315682,8.14,-61.9,19000.0,2018,10,October
2018-11-30,3279,157.93000573345532,7.34,-17.4,10000.0,2018,11,November
2018-12-31,1661,211.7918270319085,8.2,-29.6,6330.0,2018,12,December
2019-01-31,1830,402.29701229508197,8.2,-892.0,37000.0,2019,1,January
2019-02-28,2181,269.6598188950023,7.6,-26.9,11800.0,2019,2,February
2019-03-31,3601,278.51329350791445,7.65,-127.0,120000.0,2019,3,March
2019-04-30,2355,153.61096068322718,8.2,-9.17,3756.0,2019,4,April
2019-05-31,2015,166.74115205955334,10.1,0.0,4400.0,2019,5,May
2019-06-30,2375,276.1957497263158,8.67,-11.1,24196.0,2019,6,June
2019-07-31,2099,156.85769226774653,9.22,-8.43,24196.0,2019,7,July
2019-08-31,3463,109.9997519335836,8.2,-8.32,5400.0,2019,8,August
2019-09-30,2533,144.00798094236083,8.47,-10.5,10970.0,2019,9,September
2019-10-31,2134,116.85884062652296,9.465,-8.1,2500.0,2019,10,October
2019-11-30,2426,147.11722466982687,6.795,-12.6,46000.0,2019,11,November
2019-12-31,1617,265.52751731601734,14.8,-14.5,5550.0,2019,12,December
2020-01-31,2339,242.96022026507052,8.1,-39.3,9224.0,2020,1,January
2020-02-29,1472,198.83810563858697,6.895,-35.7,6853.0,2020,2,February
2020-03-31,929,572.5464482238967,12.27,-101.0,15387.0,2020,3,March
2020-04-30,0,,,,,2020,4,April
2020-05-31,1585,226.632770851735,14.4,0.0,4880.0,2020,5,May
2020-06-30,1611,227.31845437616388,17.26,0.0025,9600.0,2020,6,June
2020-07-31,1686,210.39383214709372,20.0,0.0,11000.0,2020,7,July
2020-08-31,1759,188.43111563388288,17.8,0.0,11000.0,2020,8,August
2020-09-30,1769,177.35522181062748,14.3,0.0,2960.0,2020,9,September
2020-10-31,2490,101.37572813253011,7.85,-17.7,6080.0,2020,10,October
2020-11-30,1898,221.51572097931665,8.13,-176.0,9330.0,2020,11,November
2020-12-31,1707,333.06194852529876,8.37,-28.9,17100.0,2020,12,December
2021-01-31,1615,397.9364806377709,8.3,-91.1,24506.0,2021,1,January
2021-02-28,1571,471.7291776570159,9.9,-158.0,16040.0,2021,2,February
2021-03-31,1701,291.95327436687774,9.1,0.0,8111.0,2021,3,March
2021-04-30,1185,261.87320151898734,10.58,0.0,5180.0,2021,4,April
2021-05-31,1235,245.35922510121455,11.58,0.0024,5780.0,2021,5,May
2021-06-30,1285,191.87531564202334,12.0,0.0,7420.0,2021,6,June
2021-07-31,1222,150.52737716169395,9.732475298,0.0,4000.0,2021,7,July
2021-08-31,2256,152.64509581365115,14.225,0.0,5900.0,2021,8,August
2021-09-30,1620,144.05322903181852,12.9,0.0,8530.0,2021,9,September
2021-10-31,1244,152.23444103020256,11.43,0.0027156,3560.0,2021,10,October
2021-11-30,1204,167.58730609375914,8.565000000000001,0.0,2240.0,2021,11,November
2021-12-31,1312,207.29573318150457,8.3,0.004212617,4060.0,2021,12,December
2022-01-31,1416,358.69662867231636,8.04,0.0,36900.0,2022,1,January
2022-02-28,1296,276.0620307098765,8.7,0.006,16120.0,2022,2,February
2022-03-31,1531,310.8638824584709,8.4,-7.0,21600.0,2022,3,March
2022-04-30,1645,195.98292048632217,8.23,0.0,6200.0,2022,4,April
2022-05-31,1379,225.5559811378006,12.05,0.0,4600.0,2022,5,May
2022-06-30,1457,254.37738922443376,15.8,0.0,7500.0,2022,6,June
2022-07-31,1520,198.8421979605263,12.765,0.0,6330.0,2022,7,July
2022-08-31,1500,158.37009453333334,14.95,0.0,6900.0,2022,8,August
2022-09-30,1435,179.16488271777004,10.08,0.0,12300.0,2022,9,September
2022-10-31,1438,166.43460111265645,9.1,0.0,2780.0,2022,10,October
2022-11-30,1347,251.081723904974,9.6,0.0,7800.0,2022,11,November
2022-12-31,1564,438.1082847186701,8.45,0.0,83000.0,2022,12,December
2023-01-31,21,246.27285714285716,7.5,-5.0,3540.0,2023,1,January
2023-02-28,21,217.52,7.2,-5.0,3190.0,2023,2,February
2023-03-31,48,98.095625,7.75,0.0,1294.0,2023,3,March
2023-04-30,29,82.61724137931034,8.0,0.0,423.0,2023,4,April
2023-05-31,102,138.7959019607843,13.6,0.0,1999.0,2023,5,May
2023-06-30,242,111.55180882041323,19.9,0.0,2419.6,2023,6,June
2023-07-31,223,126.06637231534977,21.4,0.0,2419.6,2023,7,July
2023-08-31,273,104.91016483516484,19.8,0.0,2419.6,2023,8,August
2023-09-30,104,151.5013173076923,19.95,0.0,2419.6,2023,9,September
2023-10-31,0,,,,,2023,10,October
2023-11-30,9,140.26233333333334,6.8,0.0,961.0,2023,11,November
2023-12-31,0,,,,,2023,12,December
2024-01-31,9,235.52877777777778,7.8,-11.0,1790.0,2024,1,January
